pakus.code,sample,Species,Genus,Family,Order,Class,Phylum,country,room,room.code,month,collection.date,source,isolate.num
NA,PK-Pub1-MO3-F2,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,3,20180501,F,2
NA,US-MK-MO3-B1,Pseudomonas fulva,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,3,20180514,B,1
NA,PK-Pub2-MO1-F1,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,1,20180227,F,1
NA,PK-Pub2-MO3-B2,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,3,20180501,B,2
NA,PK-Pub2-MO3-D1,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,3,20180501,D,1
NA,US-HM1-MO4-B2,Pseudomonas sp. HM1-B1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,HM1,US-HOME-1,4,20180604,B,2
NA,US-HM1-MO5-B1,Pseudomonas sp. HM1-B1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,HM1,US-HOME-1,5,20180709,B,1
NA,US-HM1-MO4-D4,Pseudomonas sp. HM1-D3,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,HM1,US-HOME-1,4,20180604,D,4
NA,US-HM1-MO5-D3,Pseudomonas sp. HM1-D3,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,HM1,US-HOME-1,5,20180709,D,3
NA,US-IOH-MO5-D1,Pseudomonas juntendi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,5,20180709,D,1
NA,US-MK-MO1-D5,Pseudomonas juntendi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,1,20180220,D,5
NA,US-MK-MO5-B1,Pseudomonas juntendi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,5,20180709,B,1
NA,US-MK-MO5-D3,Pseudomonas juntendi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,5,20180709,D,3
NA,US-ICU21-MO4-D1,Pseudomonas monteilii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU21,US-ICU-4,4,20180604,D,1
NA,PK-Pub2-MO3-F2,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,3,20180501,F,2
NA,PK1-MO2-ICU-B3,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,2,20180402,B,3
NA,PK2-MO1-ICU-B3,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,1,20180227,B,3
NA,PK1-MO1-ICU-B2,Pseudomonas nicosulfuronedens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,1,20180227,B,2
NA,PK1-MO1-ICU-B7,Pseudomonas nicosulfuronedens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,1,20180227,B,7
NA,PK2-MO3-ICU-B3,Pseudomonas nicosulfuronedens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,3,20180501,B,3
NA,PK4-MO4-ICU-F4,Pseudomonas oleovorans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,4,20180718,F,4
NA,PK2-MO1-ICU-2min2,Pseudomonas oleovorans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,1,20180227,2min,2
NA,PK2-MO1-ICU-2min3,Pseudomonas oleovorans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,1,20180227,2min,3
NA,PK-Prv1-MO4-B4,Pseudomonas otitidis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,4,20180718,B,4
NA,PK-Pub2-MO3-D3,Pseudomonas otitidis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,3,20180501,D,3
NA,PK-Pub2-MO3-F3,Pseudomonas otitidis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,3,20180501,F,3
NA,PK-Pub2-MO3-2min1,Pseudomonas otitidis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,3,20180501,2min,1
NA,PK1-MO4-ICU-2min1,Pseudomonas otitidis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,4,20180718,2min,1
NA,PK1-MO4-ICU-B4,Pseudomonas sediminis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,4,20180718,B,4
NA,US-HM1-MO5-D4,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,US,HM1,US-HOME-1,5,20180709,D,4
NA,US-MK-MO5-D6,Pseudomonas nitroreducens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,5,20180709,D,6
NA,PK-Prv1-MO1-D1,Pseudomonas sichuanensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,1,20180227,D,1
NA,PK-Prv1-MO1-D2,Pseudomonas sichuanensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,1,20180227,D,2
NA,PK-Prv1-MO1-D3,Pseudomonas sichuanensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,1,20180227,D,3
NA,PK-Pub1-MO2-B3,Pseudomonas sichuanensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,2,20180402,B,3
NA,PK1-MO1-ICU-B6,Pseudomonas sp. ICU-B6,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,1,20180227,B,6
NA,US-IOH-MO5-B1,Pseudomonas putida,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,5,20180709,B,1
NA,PK1-MO4-ICU-F4,Pseudomonas sp. ICU-B6,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,4,20180718,F,4
NA,PK1-MO1-ICU-D1,Pseudomonas sp. ICU-D1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,1,20180227,D,1
NA,PK1-MO3-ICU-Air1,Pseudomonas sp. ICU-D1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,3,20180501,Air,1
NA,PK1-MO3-ICU-D2,Pseudomonas sp. ICU-D1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,3,20180501,D,2
NA,PK1-MO4-ICU-D5,Pseudomonas sp. ICU-D1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,4,20180718,D,5
NA,PK3-MO1-ICU-2min2,Pseudomonas sp. ICU-F1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,1,20180227,2min,2
NA,PK2-MO3-ICU-F1,Pseudomonas sp. ICU-F1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,3,20180501,F,1
NA,PK3-MO1-ICU-2min1,Pseudomonas sp. ICU-F1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,1,20180227,2min,1
NA,PK-Pub2-MO2-2min1,Pseudomonas sp. ICU-F4,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,2,20180402,2min,1
NA,PK-Pub2-MO2-2min2,Pseudomonas sp. ICU-F4,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,2,20180402,2min,2
NA,PK1-MO3-ICU-F4,Pseudomonas sp. ICU-F4,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,3,20180501,F,4
NA,PK-Prv2-MO1-B1,Pseudomonas sp. p106,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,1,20180227,B,1
NA,PK-Prv1-MO3-B2,Pseudomonas sp. PRV1-B2,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,3,20180501,B,2
NA,PK-Prv2-MO2-B1,Pseudomonas sp. PRV2-B1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,2,20180402,B,1
NA,PK-Pub1-MO4-F3,Pseudomonas sp. PUB1-F3,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,4,20180718,F,3
NA,PK-Pub2-MO1-B1,Pseudomonas sp. PUB2-B1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,1,20180227,B,1
NA,PK-Pub2-MO2-D2,Pseudomonas sp. PUB2-B1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,2,20180402,D,2
NA,PK1-MO1-ICU-D6,Pseudomonas sp. PUB2-B1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,1,20180227,D,6
NA,PK3-MO1-ICU-D3,Pseudomonas sp. PUB2-B1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,1,20180227,D,3
NA,PK3-MO2-ICU-D7,Pseudomonas sp. PUB2-B1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,2,20180402,D,7
NA,PK-Pub2-MO2-B2,Pseudomonas sp. PUB2-B2,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,2,20180402,B,2
NA,PK-Pub2-MO2-F2,Pseudomonas sp. PUB2-B2,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,2,20180402,F,2
NA,PK-Pub2-MO2-B4,Pseudomonas sp. PUB2-B4,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,2,20180402,B,4
NA,PK2-MO4-ICU-B4,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,4,20180718,B,4
NA,PK-Prv1-MO1-B1,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,1,20180227,B,1
NA,PK-Prv1-MO2-D3,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,2,20180402,D,3
NA,PK-Prv1-MO3-Air2,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,3,20180501,Air,2
NA,PK-Prv1-MO3-D1,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,3,20180501,D,1
NA,PK-Prv1-MO3-D2,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,3,20180501,D,2
NA,PK-Prv1-MO4-D3,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,4,20180718,D,3
NA,PK-Prv2-MO1-B2,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,1,20180227,B,2
NA,PK-Prv2-MO1-D1,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,1,20180227,D,1
NA,PK-Prv2-MO2-D2,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,2,20180402,D,2
NA,PK-Prv2-MO4-Air1,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,4,20180718,Air,1
NA,PK-Prv2-MO4-B1,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,4,20180718,B,1
NA,PK-Prv2-MO4-D1,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,4,20180718,D,1
NA,US-ICU21-MO1-FC1,Sphingobium yanoikuyae,Sphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,US,ICU21,US-ICU-4,1,20180220,FC,1
NA,PK-Prv2-MO4-F1,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,4,20180718,F,1
NA,PK-Pub1-MO4-D2,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,4,20180718,D,2
NA,PK-Pub2-MO1-D5,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,1,20180227,D,5
NA,PK-Pub2-MO2-D4,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,2,20180402,D,4
NA,PK-Pub2-MO4-B2,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,4,20180718,B,2
NA,PK-Pub2-MO4-D1,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,4,20180718,D,1
NA,PK-Pub2-MO4-D4,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,4,20180718,D,4
NA,PK2-MO4-ICU-Air1,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,4,20180718,Air,1
NA,PK3-MO4-ICU-D2,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,4,20180718,D,2
NA,PK2-MO4-ICU-F2,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,4,20180718,F,2
NA,PK2-MO4-ICU-F4,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,4,20180718,F,4
NA,US-ICU21-MO1-B1,Sphingobium yanoikuyae,Sphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,US,ICU21,US-ICU-4,1,20180220,B,1
NA,PK2-MO4-ICU-F5,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,4,20180718,F,5
NA,US-ICU21-MO1-F1,Sphingobium yanoikuyae,Sphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,US,ICU21,US-ICU-4,1,20180220,F,1
NA,PK3-MO4-ICU-F5,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,4,20180718,F,5
NA,PK3-MO4-ICU-F3,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,4,20180718,F,3
NA,PK-Pub2-MO2-Air1,Pseudomonas toyotomiensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,2,20180402,Air,1
NA,PK-Pub2-MO2-Air2,Pseudomonas toyotomiensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,2,20180402,Air,2
NA,PK-Pub2-MO2-D3,Pseudomonas toyotomiensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,2,20180402,D,3
NA,PK1-MO2-ICU-D5,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,2,20180402,D,5
NA,PK2-MO1-ICU-B4,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,1,20180227,B,4
NA,PK4-MO2-ICU-B3,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,2,20180402,B,3
NA,PK2-MO1-ICU-D4,Shewanella sp. ICU-D4,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,1,20180227,D,4
NA,PK3-MO4-ICU-D1,Shewanella sp. ICU-D4,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,4,20180718,D,1
NA,PK3-MO1-ICU-D7,Shewanella xiamenensis,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,1,20180227,D,7
NA,PK3-MO3-ICU-F4,Shewanella xiamenensis,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,3,20180501,F,4
NA,PK-Pub1-MO1-2min1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,1,20180227,2min,1
NA,PK-Pub2-MO1-FC1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,1,20180227,FC,1
NA,PK-Pub2-MO1-FC2,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,1,20180227,FC,2
NA,US-HM2-MO4-D4,Stenotrophomonas sp. ICU-F12,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,US,HM2,US-HOME-2,4,20180604,D,4
NA,US-IOH-MO3-D2,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,3,20180514,D,2
NA,US-IOH-MO4-D1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,4,20180604,D,1
NA,US-MK-MO1-B4,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,1,20180220,B,4
NA,US-MK-MO1-D3,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,1,20180220,D,3
NA,US-MK-MO1-D6,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,1,20180220,D,6
NA,US-MK-MO2-D5,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,2,20180409,D,5
NA,US-MK-MO3-D1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,3,20180514,D,1
NA,US-MK-MO5-D5,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,5,20180709,D,5
NA,PK-Prv1-MO2-B1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,2,20180402,B,1
NA,PK-Prv1-MO2-D1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,2,20180402,D,1
NA,PK-Prv1-MO2-F1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,2,20180402,F,1
NA,PK-Prv1-MO2-2min1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,2,20180402,2min,1
NA,US-MK-MO4-D5,Achromobacter mucicolens,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,US,MK,US-WORK-2,4,20180604,D,5
NA,PK-Prv1-MO3-F1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,3,20180501,F,1
NA,PK-Prv1-MO4-Air1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,4,20180718,Air,1
NA,US-IOH-MO1-B5,Enterobacter asburiae,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,1,20180220,B,5
NA,US-IOH-MO1-D3,Enterobacter asburiae,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,1,20180220,D,3
NA,US-IOH-MO2-D2,Enterobacter asburiae,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,2,20180409,D,2
NA,US-IOH-MO3-D3,Enterobacter asburiae,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,3,20180514,D,3
NA,US-MK-MO5-D2,Enterobacter asburiae,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,5,20180709,D,2
NA,PK-Prv1-MO4-B5,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,4,20180718,B,5
NA,PK-Prv2-MO3-B1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,3,20180501,B,1
NA,PK-Prv2-MO3-F1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,3,20180501,F,1
NA,PK-Pub1-MO1-F4,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,1,20180227,F,4
NA,PK-Prv1-MO2-FC1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,2,20180402,FC,1
NA,PK-Pub1-MO2-2min1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,2,20180402,2min,1
